POI_ID,Tên (Tiếng Việt),Tên (English),Tên gốc,Mã Tầng,Tên Tầng,Level,Vĩ độ (Lat),Kinh độ (Lng),Loại (Type),Danh mục (Category),Số điện thoại,Website,Giờ mở cửa,Trạng thái,Logo URL
420364754444,Cửa 11,Gate 11,Cửa 11,420322446363,F1 - Departure,1,10.814245377434,106.66208666651,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752222,Cửa 12,Gate 12,Cửa 12,420322446363,F1 - Departure,1,10.814299088039,106.66168212818,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364754646,Cửa 13,Gate 13,Cửa 13,420322446363,F1 - Departure,1,10.814515559401,106.66170149037,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364754545,Cửa 14,Gate 14,Cửa 14,420322446363,F1 - Departure,1,10.814668018772,106.6617152786,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364751212,Cửa 15,Gate 15,Cửa 15,420322446363,F1 - Departure,1,10.814816649707,106.66187844913,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364761010,Cửa 16,Gate 16,Cửa 16,420322446262,F0 - Arrival|Checkin,0,10.814803403411,106.66186546442,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760909,Cửa 17,Gate 17,Cửa 17,420322446262,F0 - Arrival|Checkin,0,10.814783726246,106.66199897129,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760808,Cửa 18,Gate 18,Cửa 18,420322446262,F0 - Arrival|Checkin,0,10.814884152766,106.66200812435,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364761111,Cửa 19,Gate 19,Cửa 19,420322446262,F0 - Arrival|Checkin,0,10.814983871165,106.66201523218,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364761414,Cửa 20,Gate 20,Cửa 20,420322446262,F0 - Arrival|Checkin,0,10.815072376177,106.66202746976,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364761515,Cửa 21,Gate 21,Cửa 21,420322446262,F0 - Arrival|Checkin,0,10.815153142123,106.66203865125,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757171,Cửa 22,Gate 22,Cửa 22,420322446262,F0 - Arrival|Checkin,0,10.815231767483,106.66204624523,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750202,Cửa Hàng Lưu Niệm Đặc Sản Quà Ba Miền Bắc Trung Nam,"Northern, Central, Southern Specialties Souvenir Shop",Cửa Hàng Lưu Niệm Đặc Sản Quà Ba Miền Bắc Trung Nam,420322446363,F1 - Departure,1,10.814137493738,106.66211590784,node-poi,"1,3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476934631735028758.png
420364756464,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,420322446363,F1 - Departure,1,10.813733977576,106.66215174976,node-poi,3,+84 28 3844 8358,http://www.sasco.com.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18582738811735028757.png
420364751414,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,420322446363,F1 - Departure,1,10.814305280008,106.66194367543,node-poi,"1,3",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23474584151735028757.png
420364789090,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,420322446262,F0 - Arrival|Checkin,0,10.814637005243,106.66206613183,node-poi,3,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18561765061735028755.png
420364749393,Cuisine de Saigon,Cuisine de Saigon,Cuisine de Saigon,420322446363,F1 - Departure,1,10.812616527769,106.66190489811,node-poi,"8,18",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476415951735028758.png
420364791919,Espress To Go,Espress To Go,Espress To Go,420322446262,F0 - Arrival|Checkin,0,10.813057904954,106.66229814291,node-poi,"8,18",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18561464251735028755.png
420364773131,Fresh 2 Go,Fresh 2 Go,Fresh 2 Go,420322446363,F1 - Departure,1,10.813738834878,106.66207632248,node-poi,"8,18",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23709277501735028758.png
420364761313,Ghế Công Cộng,Public Chair,Ghế Công Cộng,420322446262,F0 - Arrival|Checkin,0,10.812547891767,106.66221719994,poi-public-chair,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758686,Ghế Công Cộng,Public Chair,Ghế Công Cộng,420322446262,F0 - Arrival|Checkin,0,10.813994110266,106.6624507458,poi-public-chair,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371693939,Ghế Công Cộng,Public Chair,Ghế Công Cộng,420322446262,F0 - Arrival|Checkin,0,10.814723875938,106.66194254044,poi-public-chair,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371694242,Ghế Công Cộng,Public Chair,Ghế Công Cộng,420322446262,F0 - Arrival|Checkin,0,10.812587587449,106.66236478444,poi-public-chair,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752727,Ghế Công Cộng,Public Chair,Ghế Công Cộng,420322446363,F1 - Departure,1,10.813940593886,106.66217284014,poi-public-chair,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758585,Hải Quan Và An Ninh Soi Chiếu,Customs And Sercurity,Hải Quan Và An Ninh Soi Chiếu,420322446262,F0 - Arrival|Checkin,0,10.814665798562,106.66235618366,poi-passport-control,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753131,Hải Quan Và An Ninh Soi Chiếu,Customs And Sercurity,Hải Quan Và An Ninh Soi Chiếu,420322446363,F1 - Departure,1,10.812860928592,106.6622710328,poi-passport-control,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364749494,Health Supplements,Health Supplements,Health Supplements,420322446363,F1 - Departure,1,10.813132098703,106.66224915064,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476092351735028758.png
420364756262,Johnnie Walker,Johnnie Walker,Johnnie Walker,420322446363,F1 - Departure,1,10.814217676401,106.66179775097,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18581870501735028757.png
420364752828,Khu Vực Hút Thuốc,Smoking Area,Khu Vực Hút Thuốc,420322446363,F1 - Departure,1,10.814697205148,106.66230881207,poi-smoking,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750000,Kid Stars,Kid Stars,Kid Stars,420322446363,F1 - Departure,1,10.812830509512,106.6620326966,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23708896571735028758.png
420364789898,Kiểm Tra An Ninh,Security Check,Kiểm Tra An Ninh,420322446262,F0 - Arrival|Checkin,0,10.813960879908,106.66236627474,poi-baggage-check,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364789999,Kiểm Tra An Ninh,Security Check,Kiểm Tra An Ninh,420322446262,F0 - Arrival|Checkin,0,10.814067700385,106.66237414392,poi-baggage-check,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364756060,Kitchmate,Kitchmate,Kitchmate,420322446363,F1 - Departure,1,10.81412810084,106.66178970434,node-poi,11,+84 28 3848 5634,http://www.kitchmate.com.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18582086571735028757.png
420364755656,Liquor Cofectionery,Liquor Cofectionery,Liquor Cofectionery,420322446363,F1 - Departure,1,10.814672846775,106.66187068799,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18581315621735028757.png
420364749292,Liquors,Liquors,Liquors,420322446363,F1 - Departure,1,10.812982585998,106.6622357396,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23476243281735028758.png
420364760606,Lối Ra Vào,Entrance,Lối Ra Vào,420322446262,F0 - Arrival|Checkin,0,10.813318032107,106.66255803181,poi-entrance-exit,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364760707,Lối Ra Vào,Entrance,Lối Ra Vào,420322446262,F0 - Arrival|Checkin,0,10.813983676624,106.66262519789,poi-entrance-exit,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758282,Lối Ra Vào,Entrance,Lối Ra Vào,420322446262,F0 - Arrival|Checkin,0,10.81454588219,106.6626779588,poi-entrance-exit,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757979,Lối Ra Vào D1,Entrance D1,Lối Ra Vào D1,420322446262,F0 - Arrival|Checkin,0,10.813104725759,106.66230409362,poi-entrance-exit,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364757676,Lối Ra Vào D2,Entrance D2,Lối Ra Vào D2,420322446262,F0 - Arrival|Checkin,0,10.813413586607,106.66233113549,poi-entrance-exit,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364748989,Loved by All,Loved by All,Loved by All,420322446363,F1 - Departure,1,10.813209818937,106.66225652671,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23475985001735028758.png
420364750909,Nhà Hàng Phố Chợ,Pho Cho Restaurant,Nhà Hàng Phố Chợ,420322446363,F1 - Departure,1,10.814574689865,106.66238675495,node-poi,"8,18",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/2347442281735028757.png
420364759292,Nhà Vệ Sinh,Restroom,Nhà Vệ Sinh,420322446262,F0 - Arrival|Checkin,0,10.813672104608,106.66198650527,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759393,Nhà Vệ Sinh,Restroom,Nhà Vệ Sinh,420322446262,F0 - Arrival|Checkin,0,10.814672648846,106.66214670163,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759898,Nhà Vệ Sinh,Restroom,Nhà Vệ Sinh,420322446262,F0 - Arrival|Checkin,0,10.814596705114,106.66205440236,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753232,Nhà Vệ Sinh,Restroom,Nhà Vệ Sinh,420322446363,F1 - Departure,1,10.812636059244,106.66175817674,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364789393,Nhà Vệ Sinh,Restroom,Nhà Vệ Sinh,420322446262,F0 - Arrival|Checkin,0,10.813456890035,106.66245052135,poi-atm,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364758989,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446262,F0 - Arrival|Checkin,0,10.813654189458,106.66215925629,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759494,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446262,F0 - Arrival|Checkin,0,10.81265344223,106.66195697948,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364759595,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446262,F0 - Arrival|Checkin,0,10.812997920049,106.66190956447,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364756868,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446262,F0 - Arrival|Checkin,0,10.814752609005,106.66247473327,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695555,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.814224668794,106.66201257525,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695252,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.813746298737,106.66199965383,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695353,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.813621511035,106.66203778973,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750606,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.814421604128,106.6622249961,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750707,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.812976157824,106.66209607429,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750404,Nhà Vệ Sinh Nam,Men's Restroom,Nhà Vệ Sinh Nam,420322446363,F1 - Departure,1,10.814246299403,106.66215301958,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371694949,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.814415044983,106.66227014719,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695454,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.814238506349,106.66219964479,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695858,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.813619185026,106.66206019893,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695959,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.812981333023,106.66204821641,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695656,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446262,F0 - Arrival|Checkin,0,10.812575425465,106.66195869777,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371695757,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446262,F0 - Arrival|Checkin,0,10.813004613547,106.66186800701,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371693131,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446262,F0 - Arrival|Checkin,0,10.813685885643,106.66216361602,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420371693535,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446262,F0 - Arrival|Checkin,0,10.814741461468,106.66242797899,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753333,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.813709893241,106.66199676094,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364750505,Nhà Vệ Sinh Nữ,Women's Restroom,Nhà Vệ Sinh Nữ,420322446363,F1 - Departure,1,10.81422841483,106.66196387639,poi-wc,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364773030,Nike,Nike,Nike,420322446363,F1 - Departure,1,10.813460385211,106.66197058457,node-poi,"9,23",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/2370917161735028758.png
420364772828,Orchids Gold,Orchids Gold,Orchids Gold,420322446363,F1 - Departure,1,10.814592378864,106.66213482601,node-poi,12,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/23709339901735028758.png
420364752424,Phòng Chờ,Lounge,Phòng Chờ,420322446363,F1 - Departure,1,10.813984710747,106.66199924596,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752323,Phòng Chờ Bông Sen,Lotus Lounge,Phòng Chờ Bông Sen,420322446363,F1 - Departure,1,10.812528592178,106.66164142463,poi-lounge,,1900 1800 | +84 24 38320320,https://www.vietnamairlines.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/18590864171735028757.png
420364758787,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446262,F0 - Arrival|Checkin,0,10.815006696162,106.66232419732,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752020,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446363,F1 - Departure,1,10.812819644363,106.66191912825,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752121,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446363,F1 - Departure,1,10.812802435012,106.66171364814,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752626,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446363,F1 - Departure,1,10.813017893583,106.66168249874,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364752525,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446363,F1 - Departure,1,10.813633414363,106.66179203617,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364753030,Phòng Chờ Khởi Hành,Departure Lounge,Phòng Chờ Khởi Hành,420322446363,F1 - Departure,1,10.813322714859,106.66176345388,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364772929,Phòng Chờ Thương Gia Le Saigonnais - SASCO,Le Saigonnais - SASCO Business Lounge,Phòng Chờ Thương Gia Le Saigonnais - SASCO,420322446363,F1 - Departure,1,10.814501103543,106.6619457064,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364761212,Phòng Chờ Xe Buýt,Bus lounge,Phòng Chờ Xe Buýt,420322446262,F0 - Arrival|Checkin,0,10.814945664443,106.66218215593,poi-lounge,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
